tender_id,bidder_id,total_requirements,mandatory_requirements,compliant_count,partially_compliant_count,non_compliant_count,insufficient_evidence_count,compliance_percentage,missing_document_count,expired_document_count,invalid_document_count,inconsistency_count,evidence_confidence_average,mandatory_failure_count,financial_requirement_failure,experience_requirement_failure,registration_requirement_failure,authorization_requirement_failure,document_quality_score,risk_level
TND-000240,BID-001934,27,15,14,0,0,13,51.85,0,0,0,0,0.8693,8,0,1,1,0,0.95,MEDIUM
TND-000240,BID-001071,27,15,26,0,1,0,96.3,0,0,0,0,0.9176,1,0,1,0,0,0.6667,LOW
TND-000240,BID-000684,27,15,24,0,1,2,88.89,0,0,0,0,0.8079,2,1,1,1,0,0.75,LOW
TND-000240,BID-001668,27,15,25,0,2,0,92.59,0,0,0,0,0.8762,2,1,1,0,0,0.75,LOW
TND-000240,BID-000908,27,15,13,2,1,11,48.15,0,0,0,0,0.8172,11,1,1,1,0,0.875,MEDIUM
TND-000241,BID-000790,25,15,11,6,2,6,44.0,0,0,0,0,0.8639,10,1,1,0,0,0.75,MEDIUM
TND-000241,BID-000937,25,15,2,3,2,18,8.0,0,0,0,0,0.3844,13,1,1,0,0,0.8,HIGH
TND-000241,BID-001308,25,15,9,1,1,14,36.0,0,0,0,0,0.398,9,1,0,0,0,0.65,MEDIUM
TND-000241,BID-000205,25,15,14,2,1,8,56.0,0,0,0,0,0.6675,6,1,0,0,0,0.95,MEDIUM
TND-000242,BID-000912,28,18,14,1,0,13,50.0,0,0,0,0,0.8015,9,1,1,0,1,0.7857,MEDIUM
TND-000242,BID-001856,28,18,23,0,2,3,82.14,0,0,0,0,0.8792,4,1,1,0,1,0.8333,LOW
TND-000242,BID-001488,28,18,6,1,1,20,21.43,0,0,0,0,0.277,13,0,1,0,0,0.625,HIGH
TND-000244,BID-000468,26,19,20,4,0,2,76.92,1,0,0,0,0.772,5,1,1,0,1,0.7083,LOW
TND-000244,BID-000003,26,19,14,1,0,11,53.85,7,0,0,0,0.6012,7,1,1,1,1,0.875,MEDIUM
TND-000244,BID-001240,26,19,3,3,3,17,11.54,1,0,0,0,0.3077,17,1,1,0,1,0.875,HIGH
TND-000244,BID-000708,26,19,14,4,2,6,53.85,0,0,0,0,0.7973,7,1,1,1,0,0.75,MEDIUM
TND-000244,BID-001945,26,19,1,0,14,11,3.85,0,0,0,5,0.8567,18,1,1,1,0,0.6071,HIGH
TND-000247,BID-000857,27,15,22,1,3,1,81.48,1,0,0,0,0.855,3,1,1,0,1,0.875,LOW
TND-000247,BID-000404,27,15,21,0,1,5,77.78,1,0,0,0,0.679,3,0,1,0,1,0.8,LOW
TND-000247,BID-000023,27,15,0,0,17,10,0.0,0,0,6,0,0.9249,15,1,1,1,1,0.8929,HIGH
TND-000247,BID-000499,27,15,16,0,2,9,59.26,0,4,0,0,0.8052,6,1,1,1,1,0.6667,MEDIUM
TND-000249,BID-000220,23,13,1,0,6,16,4.35,0,0,4,0,0.817,12,1,1,1,0,0.8,HIGH
TND-000249,BID-001249,23,13,5,0,0,18,21.74,0,0,0,0,0.3047,10,0,1,1,0,0.8125,HIGH
TND-000249,BID-001787,23,13,18,0,2,3,78.26,0,0,0,0,0.8396,4,1,1,0,0,0.8,LOW
TND-000250,BID-001619,28,16,20,1,6,1,71.43,1,0,0,0,0.8417,7,1,1,1,1,0.875,MEDIUM
TND-000250,BID-000803,28,16,8,2,1,17,28.57,0,0,0,0,0.3883,11,1,1,1,0,0.9167,HIGH
TND-000250,BID-001580,28,16,13,6,6,3,46.43,0,0,0,0,0.7268,7,1,1,0,0,0.625,MEDIUM
TND-000250,BID-000850,28,16,22,0,6,0,78.57,0,0,0,0,0.8794,5,1,1,0,0,0.8571,LOW
TND-000250,BID-000721,28,16,14,5,1,8,50.0,1,0,0,0,0.8359,8,1,1,0,1,0.875,MEDIUM
TND-000251,BID-000936,28,20,7,0,2,19,25.0,0,0,0,0,0.3116,16,1,1,0,0,0.95,HIGH
TND-000251,BID-001809,28,20,26,0,2,0,92.86,0,0,0,0,0.8982,2,1,1,0,0,0.9167,LOW
TND-000251,BID-001022,28,20,14,6,3,5,50.0,0,0,0,0,0.8509,11,1,1,0,0,0.875,MEDIUM
TND-000251,BID-001510,28,20,23,0,1,4,82.14,0,0,0,0,0.8184,4,0,1,1,0,0.9,LOW
TND-000252,BID-000474,29,19,2,3,2,22,6.9,0,0,0,0,0.2472,17,1,1,1,0,0.75,HIGH
TND-000252,BID-001597,29,19,9,0,2,18,31.03,0,0,0,0,0.8319,11,1,0,0,0,0.95,MEDIUM
TND-000252,BID-000180,29,19,0,0,16,13,0.0,0,0,0,6,0.9054,19,1,1,1,0,0.8333,HIGH
TND-000252,BID-000993,29,19,25,0,1,3,86.21,0,0,0,0,0.8307,3,1,1,0,0,0.95,LOW
TND-000252,BID-001045,29,19,22,1,4,2,75.86,0,0,0,0,0.8452,6,1,1,1,0,0.875,LOW
TND-000254,BID-001826,29,16,15,9,2,3,51.72,0,0,0,0,0.8197,9,1,1,0,0,0.875,MEDIUM
TND-000254,BID-000390,29,16,20,1,2,6,68.97,1,0,0,0,0.7712,7,1,1,1,1,0.8,MEDIUM
TND-000254,BID-001119,29,16,27,0,1,1,93.1,0,0,0,0,0.8703,2,0,1,0,1,0.8214,LOW
TND-000254,BID-000955,29,16,23,1,4,1,79.31,0,0,0,0,0.7888,4,1,1,1,0,0.8214,LOW
TND-000254,BID-001988,29,16,18,0,2,9,62.07,1,0,0,0,0.875,9,1,1,0,1,0.9167,MEDIUM
TND-000256,BID-001734,27,19,3,0,12,12,11.11,0,0,3,0,0.7433,17,0,1,1,0,0.75,HIGH
TND-000256,BID-000890,27,19,26,1,0,0,96.3,0,0,0,0,0.858,1,0,1,0,0,0.9167,LOW
TND-000256,BID-001455,27,19,7,2,1,17,25.93,0,0,0,0,0.327,14,1,1,0,0,0.8,HIGH
TND-000258,BID-000244,22,15,7,8,3,4,31.82,0,0,0,0,0.7671,9,1,1,0,0,0.6,MEDIUM
TND-000258,BID-001656,22,15,19,0,3,0,86.36,0,0,0,0,0.8076,2,1,0,0,0,0.625,LOW
TND-000258,BID-000725,22,15,22,0,0,0,100.0,0,0,0,0,0.8265,0,0,0,0,0,0.8333,LOW
TND-000259,BID-000624,25,16,9,10,1,5,36.0,0,0,0,0,0.7439,9,1,1,0,0,0.8,MEDIUM
TND-000259,BID-000766,25,16,2,0,1,22,8.0,0,0,0,0,0.1992,14,1,1,0,0,0.875,HIGH
TND-000259,BID-000395,25,16,19,0,1,5,76.0,0,0,0,0,0.7963,3,1,1,0,0,0.8,LOW
TND-000259,BID-001575,25,16,6,2,1,16,24.0,0,0,0,0,0.3367,13,1,1,1,0,0.65,HIGH
TND-000260,BID-001943,25,14,12,1,0,12,48.0,1,0,0,0,0.7523,7,0,1,0,1,0.85,MEDIUM
TND-000260,BID-001225,25,14,22,1,1,1,88.0,1,0,0,0,0.7822,3,0,1,1,1,0.6667,LOW
TND-000260,BID-001670,25,14,9,0,0,16,36.0,0,0,0,0,0.3726,7,0,1,0,1,0.7083,MEDIUM
TND-000260,BID-001132,25,14,2,5,3,15,8.0,1,0,0,0,0.3589,12,1,1,0,1,0.8,HIGH
TND-000260,BID-001115,25,14,21,0,1,3,84.0,0,0,0,0,0.7681,3,0,1,0,0,0.7917,LOW
TND-000261,BID-000698,30,21,4,0,12,14,13.33,0,0,5,0,0.9081,19,0,1,1,0,0.8333,HIGH
TND-000261,BID-001283,30,21,29,0,1,0,96.67,0,0,0,0,0.9105,1,0,1,0,0,0.7917,LOW
TND-000261,BID-000755,30,21,21,0,0,9,70.0,0,0,0,0,0.9157,5,1,1,0,0,0.9167,LOW
TND-000261,BID-001776,30,21,25,2,0,3,83.33,0,0,0,0,0.9156,5,1,1,0,0,0.6667,LOW
TND-000261,BID-000299,30,21,28,2,0,0,93.33,0,0,0,0,0.8733,1,0,0,0,0,0.75,LOW
TND-000262,BID-000094,29,21,24,0,1,4,82.76,0,0,0,0,0.8272,4,0,1,1,0,0.7083,LOW
TND-000262,BID-000623,29,21,11,7,0,11,37.93,0,0,0,0,0.8636,11,0,1,0,0,0.875,MEDIUM
TND-000262,BID-000259,29,21,15,10,1,3,51.72,0,0,0,0,0.7866,10,0,1,1,0,0.8,MEDIUM
TND-000262,BID-000938,29,21,26,0,1,2,89.66,0,0,0,0,0.7708,2,0,1,0,0,0.8,LOW
TND-000263,BID-000877,25,14,2,0,13,10,8.0,0,4,0,0,0.8074,12,1,1,0,0,0.75,HIGH
TND-000263,BID-001014,25,14,0,0,5,20,0.0,0,0,0,6,0.8179,14,1,1,1,0,0.75,HIGH
TND-000263,BID-000033,25,14,21,1,1,2,84.0,0,0,0,0,0.792,4,0,1,1,0,0.9167,LOW
TND-000263,BID-001733,25,14,3,0,4,18,12.0,0,2,0,0,0.2997,12,1,0,1,0,0.9,HIGH
TND-000263,BID-001189,25,14,20,2,1,2,80.0,0,0,0,0,0.8278,4,1,1,1,0,0.7917,LOW
TND-000265,BID-000194,30,22,12,14,4,0,40.0,0,0,0,0,0.8087,13,1,1,0,0,0.6667,MEDIUM
TND-000265,BID-001996,30,22,18,0,1,11,60.0,0,0,0,0,0.7724,7,0,1,1,0,0.8333,MEDIUM
TND-000265,BID-001719,30,22,14,12,1,3,46.67,0,0,0,0,0.7296,11,1,1,0,0,0.8,MEDIUM
TND-000265,BID-000876,30,22,26,0,1,3,86.67,0,0,0,0,0.7832,3,0,1,0,0,0.8,LOW
TND-000266,BID-000342,29,16,18,0,4,7,62.07,0,0,0,0,0.8995,4,1,1,0,0,0.75,LOW
TND-000266,BID-001024,29,16,1,0,20,8,3.45,0,5,0,0,0.8971,15,1,1,1,1,0.6071,HIGH
TND-000266,BID-000828,29,16,25,1,3,0,86.21,0,0,0,0,0.8809,3,1,1,0,0,0.8929,LOW
TND-000267,BID-000872,30,20,25,1,4,0,83.33,0,0,0,0,0.7784,4,1,1,0,1,0.75,LOW
TND-000267,BID-001190,30,20,16,2,1,11,53.33,1,0,0,0,0.7528,11,0,1,1,1,0.6,MEDIUM
TND-000267,BID-000297,30,20,23,3,1,3,76.67,1,0,0,0,0.8018,5,1,1,0,1,0.7,LOW
TND-000268,BID-000635,28,17,13,3,1,11,46.43,0,0,0,0,0.7789,7,1,1,0,1,0.7917,MEDIUM
TND-000268,BID-001511,28,17,13,0,3,12,46.43,0,0,0,0,0.8116,8,1,0,0,0,0.9583,MEDIUM
TND-000268,BID-000672,28,17,2,2,9,15,7.14,0,4,0,0,0.7375,16,1,1,1,0,0.875,HIGH
TND-000268,BID-000522,28,17,23,0,0,5,82.14,1,0,0,0,0.7128,3,1,0,1,1,0.9,LOW
TND-000270,BID-001255,28,19,17,5,2,4,60.71,0,0,0,0,0.9131,7,1,1,0,0,0.9583,MEDIUM
TND-000270,BID-000684,28,19,23,4,1,0,82.14,0,0,0,0,0.8054,3,1,1,0,0,0.875,LOW
TND-000270,BID-000281,28,19,15,8,0,5,53.57,0,0,0,0,0.83,9,1,1,1,0,0.875,MEDIUM
TND-000274,BID-001749,22,16,20,0,1,1,90.91,0,0,0,0,0.803,2,1,1,0,0,0.9583,LOW
TND-000274,BID-000579,22,16,19,0,2,1,86.36,0,0,0,0,0.9233,3,1,1,1,0,0.875,LOW
TND-000274,BID-001456,22,16,18,0,3,1,81.82,0,0,0,0,0.8231,4,1,1,1,0,0.9167,LOW
TND-000274,BID-000379,22,16,4,1,2,15,18.18,0,0,0,0,0.3044,14,1,1,0,0,0.9,HIGH
TND-000278,BID-000933,22,15,12,4,1,5,54.55,0,0,0,0,0.7232,6,1,1,0,0,0.85,MEDIUM
TND-000278,BID-000770,22,15,8,3,1,10,36.36,0,0,0,0,0.8375,10,0,1,1,0,0.7917,MEDIUM
TND-000278,BID-000743,22,15,17,3,2,0,77.27,0,0,0,0,0.8858,4,1,1,1,0,0.875,LOW
TND-000278,BID-001625,22,15,18,2,1,1,81.82,0,0,0,0,0.8826,3,0,1,1,0,0.8333,LOW
TND-000280,BID-001931,23,14,4,2,10,7,17.39,0,3,0,0,0.9294,11,1,0,1,0,0.9167,HIGH
TND-000280,BID-001030,23,14,16,0,2,5,69.57,0,3,0,0,0.7877,5,1,1,1,0,0.75,MEDIUM
TND-000280,BID-000727,23,14,18,0,1,4,78.26,0,0,0,0,0.8737,3,1,0,0,0,0.7,LOW
TND-000280,BID-001742,23,14,20,0,3,0,86.96,0,0,0,0,0.8933,1,1,0,0,0,0.875,LOW
TND-000280,BID-000264,23,14,17,0,1,5,73.91,0,0,0,0,0.8904,2,1,0,0,0,0.75,LOW
TND-000281,BID-000007,28,17,25,1,2,0,89.29,0,0,0,0,0.8113,2,1,0,1,0,0.7917,LOW
TND-000281,BID-000335,28,17,22,4,1,1,78.57,0,0,0,0,0.8125,2,1,1,0,0,0.875,LOW
TND-000281,BID-000264,28,17,16,1,1,10,57.14,0,0,0,0,0.8465,8,1,0,0,0,0.9583,MEDIUM
TND-000281,BID-000365,28,17,11,16,0,1,39.29,0,0,0,0,0.8029,11,0,1,1,0,0.8333,MEDIUM
TND-000282,BID-000401,25,14,6,1,0,18,24.0,0,0,0,0,0.2604,8,0,1,0,0,0.75,HIGH
TND-000282,BID-001196,25,14,1,0,9,15,4.0,0,5,0,0,0.8531,13,1,1,1,1,0.8571,HIGH
TND-000282,BID-001883,25,14,17,4,1,3,68.0,0,0,0,0,0.7743,6,0,1,0,1,1.0,MEDIUM
TND-000282,BID-001440,25,14,22,0,3,0,88.0,0,0,0,0,0.7787,3,1,1,0,0,0.7143,LOW
TND-000282,BID-001775,25,14,15,0,1,9,60.0,0,0,0,0,0.8747,5,0,1,1,0,0.8571,MEDIUM
TND-000283,BID-000639,24,14,9,8,3,4,37.5,0,0,0,0,0.7529,9,1,1,1,1,0.875,MEDIUM
TND-000283,BID-000110,24,14,4,1,3,16,16.67,1,0,0,0,0.3872,10,1,1,0,1,0.85,HIGH
TND-000283,BID-001513,24,14,11,0,2,11,45.83,0,0,0,0,0.8727,7,1,1,0,0,0.7857,MEDIUM
TND-000283,BID-000779,24,14,9,0,1,14,37.5,0,0,0,0,0.4218,8,0,1,1,0,0.875,MEDIUM
TND-000283,BID-001244,24,14,12,7,1,4,50.0,0,0,0,0,0.8034,8,1,1,0,1,0.7857,MEDIUM
TND-000284,BID-000800,30,21,4,0,13,13,13.33,0,0,3,0,0.8126,18,0,1,1,0,0.9,HIGH
TND-000284,BID-000827,30,21,12,14,2,2,40.0,0,0,0,0,0.7759,12,1,1,1,0,0.75,MEDIUM
TND-000284,BID-001396,30,21,16,0,1,13,53.33,0,0,0,0,0.8501,8,0,1,0,0,0.8333,MEDIUM
TND-000285,BID-001870,25,15,3,2,1,19,12.0,0,0,0,0,0.2262,12,1,1,0,0,0.8,HIGH
TND-000285,BID-000652,25,15,20,0,2,3,80.0,0,0,0,0,0.863,4,1,1,1,0,0.7,LOW
TND-000285,BID-000538,25,15,22,0,2,1,88.0,0,0,0,0,0.7402,3,1,1,0,0,0.85,LOW
TND-000287,BID-001603,28,21,24,3,1,0,85.71,0,0,0,0,0.7865,3,1,1,1,0,0.7917,LOW
TND-000287,BID-001937,28,21,17,4,3,4,60.71,0,0,0,0,0.7163,8,1,1,1,0,0.9,MEDIUM
TND-000287,BID-001742,28,21,15,1,5,7,53.57,0,0,0,0,0.882,11,1,1,1,0,0.8333,MEDIUM
TND-000287,BID-000851,28,21,22,4,1,1,78.57,0,0,0,0,0.7729,5,1,1,0,0,0.7083,LOW
TND-000287,BID-000258,28,21,19,0,7,2,67.86,0,0,0,0,0.7378,6,1,1,0,0,0.85,LOW
TND-000288,BID-000729,26,15,24,0,1,1,92.31,0,0,0,0,0.9142,2,1,0,0,0,0.8214,LOW
TND-000288,BID-001187,26,15,23,0,0,3,88.46,0,0,0,0,0.6685,1,0,0,0,0,0.9167,LOW
TND-000288,BID-001280,26,15,19,6,0,1,73.08,0,0,0,0,0.8549,3,0,0,0,1,0.75,LOW
TND-000288,BID-000374,26,15,7,5,6,8,26.92,0,5,0,0,0.8914,10,1,1,1,1,0.8214,HIGH
TND-000288,BID-001254,26,15,6,0,1,19,23.08,1,0,0,0,0.3814,9,1,0,0,1,0.75,HIGH
TND-000290,BID-001555,30,17,29,0,1,0,96.67,0,0,0,0,0.9286,1,0,1,0,0,0.8571,LOW
TND-000290,BID-000276,30,17,23,4,2,1,76.67,1,0,0,0,0.7528,4,1,1,0,1,0.75,LOW
TND-000290,BID-000892,30,17,21,0,3,6,70.0,0,0,5,0,0.8332,6,1,1,1,1,0.8571,MEDIUM
TND-000291,BID-001533,23,17,15,4,0,4,65.22,0,0,0,0,0.8064,6,1,0,0,0,0.875,MEDIUM
TND-000291,BID-000449,23,17,21,0,1,1,91.3,0,0,0,0,0.9379,2,0,1,1,0,0.75,LOW
TND-000291,BID-001920,23,17,21,1,1,0,91.3,0,0,0,0,0.887,1,1,0,0,0,0.6667,LOW
TND-000291,BID-000795,23,17,3,1,3,16,13.04,0,0,0,0,0.3213,15,1,1,1,0,0.75,HIGH
TND-000291,BID-001114,23,17,18,4,1,0,78.26,0,0,0,0,0.8602,4,1,0,0,0,0.7917,LOW
TND-000292,BID-001382,22,16,13,6,1,2,59.09,0,0,0,0,0.7157,5,1,0,0,0,0.75,LOW
TND-000292,BID-001849,22,16,19,2,1,0,86.36,0,0,0,0,0.903,3,1,0,1,1,0.7857,LOW
TND-000292,BID-001879,22,16,19,1,1,1,86.36,0,0,0,0,0.8722,3,1,0,0,1,0.8929,LOW
TND-000292,BID-001136,22,16,12,0,1,9,54.55,0,0,0,0,0.838,8,1,1,0,0,0.8929,MEDIUM
TND-000292,BID-000670,22,16,6,6,0,10,27.27,1,0,0,0,0.8313,12,1,0,1,1,0.9167,HIGH
TND-000293,BID-001797,29,18,24,1,2,2,82.76,0,0,0,0,0.8808,4,1,1,1,0,1.0,LOW
TND-000293,BID-001542,29,18,16,11,1,1,55.17,0,0,0,0,0.838,8,1,1,1,0,0.875,MEDIUM
TND-000293,BID-000320,29,18,9,12,4,4,31.03,0,0,4,0,0.8562,12,1,1,1,0,0.9167,HIGH
TND-000293,BID-000204,29,18,24,0,5,0,82.76,0,0,0,0,0.9041,4,1,1,0,0,0.7083,LOW
TND-000294,BID-001160,30,19,15,0,1,14,50.0,0,0,0,0,0.7967,9,0,1,0,0,0.7083,MEDIUM
TND-000294,BID-000995,30,19,1,1,0,28,3.33,4,0,0,0,0.0898,18,1,1,1,0,0.875,HIGH
TND-000294,BID-000526,30,19,12,12,0,6,40.0,0,0,0,0,0.7688,11,1,1,1,0,0.7,MEDIUM
TND-000294,BID-000604,30,19,13,15,1,1,43.33,0,0,0,0,0.8356,12,1,1,1,0,0.6667,MEDIUM
TND-000296,BID-000179,27,19,4,1,1,21,14.81,0,0,0,0,0.2175,15,1,1,0,0,1.0,HIGH
TND-000296,BID-000225,27,19,12,10,2,3,44.44,0,0,0,0,0.8187,11,1,1,0,0,0.85,MEDIUM
TND-000296,BID-000612,27,19,15,1,0,11,55.56,0,0,0,0,0.701,8,1,0,0,0,0.85,MEDIUM
TND-000298,BID-000188,29,21,27,2,0,0,93.1,0,0,0,0,0.8869,1,1,0,0,0,0.75,LOW
TND-000298,BID-000532,29,21,4,0,11,14,13.79,0,0,4,0,0.794,18,1,1,1,0,0.9167,HIGH
TND-000298,BID-001603,29,21,28,0,0,1,96.55,0,0,0,0,0.8278,1,0,0,1,0,0.9167,LOW
TND-000298,BID-001589,29,21,25,2,1,1,86.21,0,0,0,0,0.9389,1,1,0,0,0,0.875,LOW
TND-000300,BID-001384,22,16,14,2,2,4,63.64,0,0,0,0,0.9006,6,1,1,0,0,0.9583,MEDIUM
TND-000300,BID-001108,22,16,14,1,1,6,63.64,0,0,0,0,0.8421,7,0,1,1,0,0.9167,MEDIUM
TND-000300,BID-001306,22,16,4,3,1,14,18.18,0,0,0,0,0.406,13,1,1,1,0,0.65,HIGH
TND-000300,BID-001797,22,16,13,0,1,8,59.09,0,0,0,0,0.8041,7,0,1,0,0,0.875,MEDIUM
TND-000301,BID-000436,29,20,24,1,3,1,82.76,0,0,0,0,0.9425,2,1,1,0,1,0.7857,LOW
TND-000301,BID-001207,29,20,20,0,1,8,68.97,0,0,0,0,0.9083,8,0,1,0,0,0.9286,MEDIUM
TND-000301,BID-000821,29,20,8,13,1,7,27.59,0,0,0,0,0.74,13,1,0,0,1,0.7917,MEDIUM
TND-000301,BID-000925,29,20,19,0,0,10,65.52,1,0,0,0,0.8086,8,0,0,1,1,0.75,MEDIUM
TND-000302,BID-001131,30,19,23,2,2,3,76.67,0,0,0,0,0.7174,5,1,0,1,0,0.9167,LOW
TND-000302,BID-001953,30,19,22,0,4,4,73.33,0,4,0,0,0.9176,6,1,1,1,1,0.8929,MEDIUM
TND-000302,BID-000189,30,19,20,0,6,4,66.67,0,5,0,0,0.7966,8,1,1,1,1,0.8214,MEDIUM
TND-000302,BID-001976,30,19,21,2,3,4,70.0,0,0,0,0,0.7428,7,1,1,1,0,0.8333,MEDIUM
TND-000305,BID-000104,26,19,22,0,1,3,84.62,2,0,0,0,0.7173,4,1,1,0,0,0.75,LOW
TND-000305,BID-000610,26,19,13,12,1,0,50.0,0,0,0,0,0.8715,8,1,1,1,0,0.8333,MEDIUM
TND-000305,BID-000595,26,19,23,0,2,1,88.46,0,0,0,0,0.7416,3,1,1,0,0,0.625,LOW
TND-000305,BID-001394,26,19,25,0,1,0,96.15,0,0,0,0,0.8149,1,0,1,0,0,0.875,LOW
TND-000306,BID-000546,27,17,9,12,1,5,33.33,0,0,0,0,0.8336,10,1,1,1,0,0.4583,MEDIUM
TND-000306,BID-001881,27,17,14,10,2,1,51.85,0,0,0,0,0.8384,9,1,1,1,0,0.9,MEDIUM
TND-000306,BID-000022,27,17,21,0,2,4,77.78,0,0,0,0,0.8887,6,1,1,1,0,0.8333,LOW
TND-000306,BID-001026,27,17,4,0,1,22,14.81,0,0,0,0,0.2091,14,0,1,1,0,0.8125,HIGH
TND-000308,BID-000015,22,14,11,4,0,7,50.0,0,0,0,0,0.773,5,0,1,1,0,0.875,MEDIUM
TND-000308,BID-001157,22,14,12,8,1,1,54.55,1,0,0,0,0.8065,5,0,1,0,1,0.7083,MEDIUM
TND-000308,BID-000498,22,14,20,0,1,1,90.91,0,0,0,0,0.8495,2,0,1,1,0,0.9286,LOW
TND-000309,BID-001245,29,18,7,0,0,22,24.14,1,0,0,0,0.2436,12,0,0,0,1,0.8125,HIGH
TND-000309,BID-001595,29,18,21,3,1,4,72.41,0,0,0,0,0.8405,7,1,1,1,1,0.7917,MEDIUM
TND-000309,BID-000109,29,18,22,2,1,4,75.86,0,0,0,0,0.7984,6,1,1,1,1,0.8929,MEDIUM
TND-000310,BID-001709,22,13,9,7,2,4,40.91,0,0,0,0,0.8462,7,1,0,0,1,0.7857,MEDIUM
TND-000310,BID-000739,22,13,19,0,3,0,86.36,0,0,0,0,0.788,2,1,1,0,0,0.75,LOW
TND-000310,BID-000256,22,13,12,6,1,3,54.55,0,0,0,0,0.7772,6,1,1,0,1,0.8333,MEDIUM
TND-000310,BID-001154,22,13,12,0,1,9,54.55,0,0,0,0,0.8316,5,1,1,0,0,0.7143,MEDIUM
TND-000311,BID-000991,24,13,7,7,0,10,29.17,1,0,3,0,0.8112,10,0,1,1,1,0.9167,HIGH
TND-000311,BID-001880,24,13,23,0,0,1,95.83,0,0,0,0,0.8675,1,0,0,0,0,0.9167,LOW
TND-000311,BID-001221,24,13,23,0,1,0,95.83,0,0,0,0,0.8388,1,0,1,0,0,0.8214,LOW
TND-000311,BID-000686,24,13,1,0,13,10,4.17,0,0,0,6,0.7925,12,1,0,1,1,0.7857,HIGH
TND-000312,BID-001341,30,20,7,0,1,22,23.33,0,0,0,0,0.3315,13,1,1,0,0,0.8,HIGH
TND-000312,BID-001003,30,20,27,2,0,1,90.0,0,0,0,0,0.8311,3,0,0,1,0,0.8333,LOW
TND-000312,BID-001604,30,20,25,4,0,1,83.33,0,0,0,0,0.8283,5,1,0,1,0,0.9583,LOW
TND-000312,BID-000167,30,20,3,0,15,12,10.0,0,0,0,4,0.9174,17,1,1,1,0,0.9583,HIGH
TND-000312,BID-001841,30,20,1,0,13,16,3.33,0,0,0,4,0.7655,19,1,1,1,0,0.85,HIGH
TND-000314,BID-001770,24,14,18,0,4,2,75.0,0,0,0,0,0.8423,3,1,1,0,0,0.95,LOW
TND-000314,BID-000461,24,14,10,2,1,11,41.67,0,0,0,0,0.8892,9,1,1,1,0,0.7917,MEDIUM
TND-000314,BID-000675,24,14,21,1,0,2,87.5,0,0,0,0,0.8574,2,0,0,1,0,0.7,LOW
TND-000315,BID-000721,30,18,4,2,13,11,13.33,0,4,0,0,0.837,15,1,1,1,1,0.9286,HIGH
TND-000315,BID-001982,30,18,24,0,0,6,80.0,2,0,0,0,0.7551,4,0,1,1,1,0.75,MEDIUM
TND-000315,BID-001732,30,18,3,0,14,13,10.0,0,0,0,3,0.7686,15,1,1,0,0,0.75,HIGH
TND-000317,BID-000986,29,21,19,0,1,9,65.52,0,0,0,0,0.8289,7,0,1,0,0,0.875,MEDIUM
TND-000317,BID-001290,29,21,28,0,1,0,96.55,0,0,0,0,0.8374,1,0,1,0,0,0.8214,LOW
TND-000317,BID-001241,29,21,18,0,4,7,62.07,0,0,0,0,0.8594,7,1,1,0,0,0.7143,MEDIUM
TND-000318,BID-000613,24,16,1,0,14,9,4.17,0,0,6,0,0.9092,15,1,1,1,0,0.9286,HIGH
TND-000318,BID-000655,24,16,18,0,3,3,75.0,0,0,0,0,0.7418,4,1,1,0,1,0.875,LOW
TND-000318,BID-000123,24,16,1,6,2,15,4.17,0,0,1,0,0.3419,15,1,1,1,0,0.9583,HIGH
TND-000318,BID-000178,24,16,6,0,1,17,25.0,2,0,0,0,0.2843,13,1,1,0,1,1.0,HIGH
TND-000318,BID-000015,24,16,14,0,1,9,58.33,0,0,0,0,0.7588,6,0,1,0,0,0.7917,MEDIUM
TND-000320,BID-000680,26,15,20,0,2,4,76.92,1,0,0,0,0.8415,5,1,1,1,1,0.7917,MEDIUM
TND-000320,BID-000213,26,15,5,0,2,19,19.23,1,0,0,0,0.2492,12,1,0,0,1,0.9375,HIGH
TND-000320,BID-000736,26,15,24,0,1,1,92.31,1,0,0,0,0.7693,2,0,1,0,1,0.9167,LOW
TND-000320,BID-000499,26,15,21,0,3,2,80.77,0,0,0,0,0.7814,5,1,1,0,0,0.7083,LOW
TND-000321,BID-001262,28,21,23,1,0,4,82.14,0,0,0,0,0.8181,4,0,0,0,1,0.7917,LOW
TND-000321,BID-001946,28,21,11,0,0,17,39.29,2,0,0,0,0.6648,12,0,1,0,1,0.875,HIGH
TND-000321,BID-001944,28,21,26,1,0,1,92.86,0,0,0,0,0.78,2,0,1,0,1,0.8214,LOW
TND-000322,BID-000402,24,13,8,1,0,15,33.33,0,0,0,0,0.3322,7,0,0,1,0,0.8333,MEDIUM
TND-000322,BID-001016,24,13,0,1,10,13,0.0,0,0,5,0,0.7239,13,1,1,1,1,0.9167,HIGH
TND-000322,BID-000272,24,13,23,0,0,1,95.83,0,0,0,0,0.8885,0,1,0,0,0,0.8929,LOW
TND-000323,BID-000362,25,17,15,7,0,3,60.0,0,0,0,0,0.7588,7,0,0,1,0,1.0,MEDIUM
TND-000323,BID-001094,25,17,13,7,3,2,52.0,0,0,0,0,0.8324,7,1,0,0,0,0.7,MEDIUM
TND-000323,BID-000373,25,17,19,1,2,3,76.0,0,0,0,0,0.8286,5,1,1,1,0,0.65,LOW
TND-000323,BID-001318,25,17,20,0,0,5,80.0,3,0,0,0,0.7806,5,0,1,1,0,0.875,MEDIUM
