bidder_tender_id,tender_id,bidder_id,bid_submission_date,bid_status,participation_status,bid_amount,documents_submitted_count,submission_completeness,scenario,difficulty_level,synthetic_flag
BT-001059,TND-000263,BID-001733,2025-08-16,SUBMITTED,ACTIVE,152373900.0,5,0.833,EXPIRED_DOCUMENT,MEDIUM,True
BT-001060,TND-000263,BID-001189,2025-08-16,SUBMITTED,ACTIVE,205913200.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001066,TND-000265,BID-000194,2025-06-16,SUBMITTED,ACTIVE,63281300.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001067,TND-000265,BID-001996,2025-06-16,SUBMITTED,ACTIVE,49703600.0,6,1.0,INSUFFICIENT_EVIDENCE,EASY,True
BT-001068,TND-000265,BID-001719,2025-06-16,SUBMITTED,ACTIVE,58707300.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-001069,TND-000265,BID-000876,2025-06-16,SUBMITTED,ACTIVE,53705500.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-001070,TND-000266,BID-000342,2026-03-16,SUBMITTED,ACTIVE,22935000.0,7,1.0,MINOR_ISSUES,EASY,True
BT-001071,TND-000266,BID-001024,2026-03-16,SUBMITTED,ACTIVE,22641300.0,7,1.0,EXPIRED_DOCUMENT,EASY,True
BT-001072,TND-000266,BID-000828,2026-03-16,SUBMITTED,ACTIVE,19313700.0,7,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-001073,TND-000267,BID-000872,2026-01-27,SUBMITTED,ACTIVE,166960600.0,7,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001074,TND-000267,BID-001190,2026-01-27,SUBMITTED,ACTIVE,157400300.0,5,0.714,FULLY_COMPLIANT,MEDIUM,True
BT-001075,TND-000267,BID-000297,2026-01-27,SUBMITTED,ACTIVE,165700200.0,5,0.714,MINOR_ISSUES,MEDIUM,True
BT-001076,TND-000268,BID-000635,2025-05-10,SUBMITTED,ACTIVE,79013100.0,6,0.857,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001077,TND-000268,BID-001511,2025-05-10,SUBMITTED,ACTIVE,69832500.0,6,0.857,MINOR_ISSUES,MEDIUM,True
BT-001078,TND-000268,BID-000672,2025-05-10,SUBMITTED,ACTIVE,74563600.0,6,0.857,EXPIRED_DOCUMENT,MEDIUM,True
BT-001079,TND-000268,BID-000522,2025-05-10,SUBMITTED,ACTIVE,81314300.0,5,0.714,MINOR_ISSUES,MEDIUM,True
BT-001083,TND-000270,BID-001255,2025-12-19,SUBMITTED,ACTIVE,194367500.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001084,TND-000270,BID-000684,2025-12-19,SUBMITTED,ACTIVE,214025900.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001085,TND-000270,BID-000281,2025-12-19,SUBMITTED,ACTIVE,219489300.0,6,1.0,MINOR_ISSUES,MEDIUM,True
BT-001098,TND-000274,BID-001749,2026-03-07,SUBMITTED,ACTIVE,114040200.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001099,TND-000274,BID-000579,2026-03-07,SUBMITTED,ACTIVE,113682100.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001100,TND-000274,BID-001456,2026-03-07,SUBMITTED,ACTIVE,131135400.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001101,TND-000274,BID-000379,2026-03-07,SUBMITTED,ACTIVE,113046300.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-001116,TND-000278,BID-000933,2026-04-10,SUBMITTED,ACTIVE,147739200.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-001117,TND-000278,BID-000770,2026-04-10,SUBMITTED,ACTIVE,147040000.0,6,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001118,TND-000278,BID-000743,2026-04-10,SUBMITTED,ACTIVE,197524500.0,6,1.0,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-001119,TND-000278,BID-001625,2026-04-10,SUBMITTED,ACTIVE,160255700.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001124,TND-000280,BID-001931,2025-06-23,SUBMITTED,ACTIVE,129133700.0,6,1.0,EXPIRED_DOCUMENT,MEDIUM,True
BT-001125,TND-000280,BID-001030,2025-06-23,SUBMITTED,ACTIVE,162247900.0,5,0.833,EXPIRED_DOCUMENT,MEDIUM,True
BT-001126,TND-000280,BID-000727,2025-06-23,SUBMITTED,ACTIVE,165983600.0,5,0.833,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001127,TND-000280,BID-001742,2025-06-23,SUBMITTED,ACTIVE,163842300.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001128,TND-000280,BID-000264,2025-06-23,SUBMITTED,ACTIVE,143919500.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001129,TND-000281,BID-000007,2026-05-03,SUBMITTED,ACTIVE,19796000.0,6,1.0,INSUFFICIENT_EVIDENCE,EASY,True
BT-001130,TND-000281,BID-000335,2026-05-03,SUBMITTED,ACTIVE,24928100.0,6,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-001131,TND-000281,BID-000264,2026-05-03,SUBMITTED,ACTIVE,20621400.0,6,1.0,MINOR_ISSUES,EASY,True
BT-001132,TND-000281,BID-000365,2026-05-03,SUBMITTED,ACTIVE,24831100.0,6,1.0,INSUFFICIENT_EVIDENCE,EASY,True
BT-001133,TND-000282,BID-000401,2026-06-28,SUBMITTED,ACTIVE,70936600.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-001134,TND-000282,BID-001196,2026-06-28,SUBMITTED,ACTIVE,71093600.0,7,1.0,EXPIRED_DOCUMENT,MEDIUM,True
BT-001135,TND-000282,BID-001883,2026-06-28,SUBMITTED,ACTIVE,73206700.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-001136,TND-000282,BID-001440,2026-06-28,SUBMITTED,ACTIVE,71537300.0,7,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001137,TND-000282,BID-001775,2026-06-28,SUBMITTED,ACTIVE,62605300.0,7,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001138,TND-000283,BID-000639,2026-09-04,SUBMITTED,ACTIVE,226955800.0,6,0.857,HARD_AMBIGUOUS_CASE,HARD,True
BT-001139,TND-000283,BID-000110,2026-09-04,SUBMITTED,ACTIVE,195300900.0,5,0.714,FULLY_COMPLIANT,HARD,True
BT-001140,TND-000283,BID-001513,2026-09-04,SUBMITTED,ACTIVE,190118900.0,7,1.0,MINOR_ISSUES,HARD,True
BT-001141,TND-000283,BID-000779,2026-09-04,SUBMITTED,ACTIVE,216190300.0,6,0.857,FULLY_COMPLIANT,HARD,True
BT-001142,TND-000283,BID-001244,2026-09-04,SUBMITTED,ACTIVE,178477300.0,7,1.0,PARTIAL_COMPLIANCE,HARD,True
BT-001143,TND-000284,BID-000800,2025-10-04,SUBMITTED,ACTIVE,102703500.0,5,0.833,INVALID_DOCUMENT,EASY,True
BT-001144,TND-000284,BID-000827,2025-10-04,SUBMITTED,ACTIVE,96216800.0,5,0.833,INSUFFICIENT_EVIDENCE,EASY,True
BT-001145,TND-000284,BID-001396,2025-10-04,SUBMITTED,ACTIVE,103131400.0,6,1.0,MINOR_ISSUES,EASY,True
BT-001146,TND-000285,BID-001870,2026-10-19,SUBMITTED,ACTIVE,194889600.0,5,0.833,FULLY_COMPLIANT,HARD,True
BT-001147,TND-000285,BID-000652,2026-10-19,SUBMITTED,ACTIVE,211143400.0,5,0.833,FULLY_COMPLIANT,HARD,True
BT-001148,TND-000285,BID-000538,2026-10-19,SUBMITTED,ACTIVE,227500000.0,5,0.833,FULLY_COMPLIANT,HARD,True
BT-001154,TND-000287,BID-001603,2026-08-18,SUBMITTED,ACTIVE,32565500.0,6,1.0,MINOR_ISSUES,EASY,True
BT-001155,TND-000287,BID-001937,2026-08-18,SUBMITTED,ACTIVE,33379300.0,5,0.833,INVALID_DOCUMENT,EASY,True
BT-001156,TND-000287,BID-001742,2026-08-18,SUBMITTED,ACTIVE,40797900.0,6,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-001157,TND-000287,BID-000851,2026-08-18,SUBMITTED,ACTIVE,32380500.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001158,TND-000287,BID-000258,2026-08-18,SUBMITTED,ACTIVE,31756800.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-001159,TND-000288,BID-000729,2025-06-10,SUBMITTED,ACTIVE,45407700.0,7,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001160,TND-000288,BID-001187,2025-06-10,SUBMITTED,ACTIVE,55068900.0,6,0.857,MINOR_ISSUES,MEDIUM,True
BT-001161,TND-000288,BID-001280,2025-06-10,SUBMITTED,ACTIVE,46509800.0,7,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001162,TND-000288,BID-000374,2025-06-10,SUBMITTED,ACTIVE,53483600.0,7,1.0,EXPIRED_DOCUMENT,MEDIUM,True
BT-001163,TND-000288,BID-001254,2025-06-10,SUBMITTED,ACTIVE,59841700.0,5,0.714,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001167,TND-000290,BID-001555,2026-07-22,SUBMITTED,ACTIVE,183172300.0,7,1.0,FULLY_COMPLIANT,EASY,True
BT-001168,TND-000290,BID-000276,2026-07-22,SUBMITTED,ACTIVE,204229900.0,6,0.857,INSUFFICIENT_EVIDENCE,EASY,True
BT-001169,TND-000290,BID-000892,2026-07-22,SUBMITTED,ACTIVE,191526100.0,7,1.0,INVALID_DOCUMENT,EASY,True
BT-001170,TND-000291,BID-001533,2025-07-30,SUBMITTED,ACTIVE,238168800.0,6,1.0,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-001171,TND-000291,BID-000449,2025-07-30,SUBMITTED,ACTIVE,198140700.0,6,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001172,TND-000291,BID-001920,2025-07-30,SUBMITTED,ACTIVE,184663600.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001173,TND-000291,BID-000795,2025-07-30,SUBMITTED,ACTIVE,190341900.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-001174,TND-000291,BID-001114,2025-07-30,SUBMITTED,ACTIVE,185696900.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001175,TND-000292,BID-001382,2025-04-26,SUBMITTED,ACTIVE,85837500.0,6,0.857,FULLY_COMPLIANT,EASY,True
BT-001176,TND-000292,BID-001849,2025-04-26,SUBMITTED,ACTIVE,97152400.0,7,1.0,FULLY_COMPLIANT,EASY,True
BT-001177,TND-000292,BID-001879,2025-04-26,SUBMITTED,ACTIVE,87018800.0,7,1.0,MINOR_ISSUES,EASY,True
BT-001178,TND-000292,BID-001136,2025-04-26,SUBMITTED,ACTIVE,85075600.0,7,1.0,FULLY_COMPLIANT,EASY,True
BT-001179,TND-000292,BID-000670,2025-04-26,SUBMITTED,ACTIVE,85725400.0,6,0.857,FULLY_COMPLIANT,EASY,True
BT-001180,TND-000293,BID-001797,2025-09-16,SUBMITTED,ACTIVE,51714000.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001181,TND-000293,BID-001542,2025-09-16,SUBMITTED,ACTIVE,54570900.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001182,TND-000293,BID-000320,2025-09-16,SUBMITTED,ACTIVE,48706800.0,6,1.0,INVALID_DOCUMENT,EASY,True
BT-001183,TND-000293,BID-000204,2025-09-16,SUBMITTED,ACTIVE,47269100.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001184,TND-000294,BID-001160,2025-06-19,SUBMITTED,ACTIVE,165029400.0,6,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-001185,TND-000294,BID-000995,2025-06-19,SUBMITTED,ACTIVE,196557800.0,2,0.333,MISSING_DOCUMENT,EASY,True
BT-001186,TND-000294,BID-000526,2025-06-19,SUBMITTED,ACTIVE,198810300.0,5,0.833,PARTIAL_COMPLIANCE,EASY,True
BT-001187,TND-000294,BID-000604,2025-06-19,SUBMITTED,ACTIVE,165679100.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001193,TND-000296,BID-000179,2026-08-04,SUBMITTED,ACTIVE,192141100.0,4,0.667,MINOR_ISSUES,EASY,True
BT-001194,TND-000296,BID-000225,2026-08-04,SUBMITTED,ACTIVE,173529800.0,5,0.833,PARTIAL_COMPLIANCE,EASY,True
BT-001195,TND-000296,BID-000612,2026-08-04,SUBMITTED,ACTIVE,213026000.0,5,0.833,MINOR_ISSUES,EASY,True
BT-001201,TND-000298,BID-000188,2026-10-14,SUBMITTED,ACTIVE,197920700.0,6,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001202,TND-000298,BID-000532,2026-10-14,SUBMITTED,ACTIVE,149751200.0,6,1.0,INVALID_DOCUMENT,MEDIUM,True
BT-001203,TND-000298,BID-001603,2026-10-14,SUBMITTED,ACTIVE,148085000.0,6,1.0,MINOR_ISSUES,MEDIUM,True
BT-001204,TND-000298,BID-001589,2026-10-14,SUBMITTED,ACTIVE,178471300.0,6,1.0,MINOR_ISSUES,MEDIUM,True
BT-001208,TND-000300,BID-001384,2025-12-01,SUBMITTED,ACTIVE,156604600.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001209,TND-000300,BID-001108,2025-12-01,SUBMITTED,ACTIVE,131200200.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001210,TND-000300,BID-001306,2025-12-01,SUBMITTED,ACTIVE,135411500.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-001211,TND-000300,BID-001797,2025-12-01,SUBMITTED,ACTIVE,153105500.0,6,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001212,TND-000301,BID-000436,2026-01-08,SUBMITTED,ACTIVE,33857000.0,7,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001213,TND-000301,BID-001207,2026-01-08,SUBMITTED,ACTIVE,33864800.0,7,1.0,MINOR_ISSUES,MEDIUM,True
BT-001214,TND-000301,BID-000821,2026-01-08,SUBMITTED,ACTIVE,30884300.0,6,0.857,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001215,TND-000301,BID-000925,2026-01-08,SUBMITTED,ACTIVE,35903600.0,6,0.857,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001216,TND-000302,BID-001131,2025-08-11,SUBMITTED,ACTIVE,128237600.0,6,0.857,FULLY_COMPLIANT,EASY,True
BT-001217,TND-000302,BID-001953,2025-08-11,SUBMITTED,ACTIVE,112227600.0,7,1.0,EXPIRED_DOCUMENT,EASY,True
BT-001218,TND-000302,BID-000189,2025-08-11,SUBMITTED,ACTIVE,129341800.0,7,1.0,EXPIRED_DOCUMENT,EASY,True
BT-001219,TND-000302,BID-001976,2025-08-11,SUBMITTED,ACTIVE,130418900.0,6,0.857,HARD_AMBIGUOUS_CASE,EASY,True
BT-001226,TND-000305,BID-000104,2026-05-31,SUBMITTED,ACTIVE,16965600.0,4,0.667,MISSING_DOCUMENT,EASY,True
BT-001227,TND-000305,BID-000610,2026-05-31,SUBMITTED,ACTIVE,14883700.0,6,1.0,HARD_AMBIGUOUS_CASE,EASY,True
BT-001228,TND-000305,BID-000595,2026-05-31,SUBMITTED,ACTIVE,15634500.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001229,TND-000305,BID-001394,2026-05-31,SUBMITTED,ACTIVE,17267200.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001230,TND-000306,BID-000546,2025-08-02,SUBMITTED,ACTIVE,179913800.0,6,1.0,FULLY_COMPLIANT,HARD,True
BT-001231,TND-000306,BID-001881,2025-08-02,SUBMITTED,ACTIVE,204789400.0,5,0.833,FULLY_COMPLIANT,HARD,True
BT-001232,TND-000306,BID-000022,2025-08-02,SUBMITTED,ACTIVE,180660500.0,6,1.0,HARD_AMBIGUOUS_CASE,HARD,True
BT-001233,TND-000306,BID-001026,2025-08-02,SUBMITTED,ACTIVE,188623100.0,4,0.667,FULLY_COMPLIANT,HARD,True
BT-001238,TND-000308,BID-000015,2026-01-13,SUBMITTED,ACTIVE,71062000.0,6,0.857,PARTIAL_COMPLIANCE,HARD,True
BT-001239,TND-000308,BID-001157,2026-01-13,SUBMITTED,ACTIVE,78613000.0,6,0.857,HARD_AMBIGUOUS_CASE,HARD,True
BT-001240,TND-000308,BID-000498,2026-01-13,SUBMITTED,ACTIVE,72004700.0,7,1.0,PARTIAL_COMPLIANCE,HARD,True
BT-001241,TND-000309,BID-001245,2025-09-26,SUBMITTED,ACTIVE,52813000.0,4,0.571,FULLY_COMPLIANT,MEDIUM,True
BT-001242,TND-000309,BID-001595,2025-09-26,SUBMITTED,ACTIVE,61380000.0,6,0.857,MINOR_ISSUES,MEDIUM,True
BT-001243,TND-000309,BID-000109,2025-09-26,SUBMITTED,ACTIVE,50376300.0,7,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001244,TND-000310,BID-001709,2025-03-29,SUBMITTED,ACTIVE,213413800.0,7,1.0,FULLY_COMPLIANT,HARD,True
BT-001245,TND-000310,BID-000739,2025-03-29,SUBMITTED,ACTIVE,245440400.0,7,1.0,FULLY_COMPLIANT,HARD,True
BT-001246,TND-000310,BID-000256,2025-03-29,SUBMITTED,ACTIVE,250283700.0,6,0.857,FULLY_COMPLIANT,HARD,True
BT-001247,TND-000310,BID-001154,2025-03-29,SUBMITTED,ACTIVE,233633700.0,7,1.0,PARTIAL_COMPLIANCE,HARD,True
BT-001248,TND-000311,BID-000991,2025-03-14,SUBMITTED,ACTIVE,166213500.0,6,0.857,INVALID_DOCUMENT,EASY,True
BT-001249,TND-000311,BID-001880,2025-03-14,SUBMITTED,ACTIVE,142173000.0,6,0.857,FULLY_COMPLIANT,EASY,True
BT-001250,TND-000311,BID-001221,2025-03-14,SUBMITTED,ACTIVE,148797600.0,7,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-001251,TND-000311,BID-000686,2025-03-14,SUBMITTED,ACTIVE,167350800.0,7,1.0,INCONSISTENT_DOCUMENT,EASY,True
BT-001252,TND-000312,BID-001341,2026-04-03,SUBMITTED,ACTIVE,170464400.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-001253,TND-000312,BID-001003,2026-04-03,SUBMITTED,ACTIVE,151420800.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001254,TND-000312,BID-001604,2026-04-03,SUBMITTED,ACTIVE,198002200.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001255,TND-000312,BID-000167,2026-04-03,SUBMITTED,ACTIVE,188068800.0,6,1.0,INCONSISTENT_DOCUMENT,EASY,True
BT-001256,TND-000312,BID-001841,2026-04-03,SUBMITTED,ACTIVE,177100400.0,5,0.833,INCONSISTENT_DOCUMENT,EASY,True
BT-001260,TND-000314,BID-001770,2025-06-21,SUBMITTED,ACTIVE,21439900.0,5,0.833,MINOR_ISSUES,EASY,True
BT-001261,TND-000314,BID-000461,2025-06-21,SUBMITTED,ACTIVE,24361500.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001262,TND-000314,BID-000675,2025-06-21,SUBMITTED,ACTIVE,20905400.0,5,0.833,INSUFFICIENT_EVIDENCE,EASY,True
BT-001263,TND-000315,BID-000721,2025-08-10,SUBMITTED,ACTIVE,47199200.0,7,1.0,EXPIRED_DOCUMENT,HARD,True
BT-001264,TND-000315,BID-001982,2025-08-10,SUBMITTED,ACTIVE,45010900.0,4,0.571,MISSING_DOCUMENT,HARD,True
BT-001265,TND-000315,BID-001732,2025-08-10,SUBMITTED,ACTIVE,51703600.0,6,0.857,INCONSISTENT_DOCUMENT,HARD,True
BT-001269,TND-000317,BID-000986,2025-03-20,SUBMITTED,ACTIVE,114449500.0,6,0.857,FULLY_COMPLIANT,HARD,True
BT-001270,TND-000317,BID-001290,2025-03-20,SUBMITTED,ACTIVE,123485200.0,7,1.0,FULLY_COMPLIANT,HARD,True
BT-001271,TND-000317,BID-001241,2025-03-20,SUBMITTED,ACTIVE,114194100.0,7,1.0,HARD_AMBIGUOUS_CASE,HARD,True
BT-001272,TND-000318,BID-000613,2025-06-17,SUBMITTED,ACTIVE,50678000.0,7,1.0,INVALID_DOCUMENT,HARD,True
BT-001273,TND-000318,BID-000655,2025-06-17,SUBMITTED,ACTIVE,47116800.0,6,0.857,PARTIAL_COMPLIANCE,HARD,True
BT-001274,TND-000318,BID-000123,2025-06-17,SUBMITTED,ACTIVE,43488400.0,6,0.857,INVALID_DOCUMENT,HARD,True
BT-001275,TND-000318,BID-000178,2025-06-17,SUBMITTED,ACTIVE,52170200.0,4,0.571,MISSING_DOCUMENT,HARD,True
BT-001276,TND-000318,BID-000015,2025-06-17,SUBMITTED,ACTIVE,44092000.0,6,0.857,MINOR_ISSUES,HARD,True
BT-001282,TND-000320,BID-000680,2026-10-01,SUBMITTED,ACTIVE,123256200.0,6,0.857,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001283,TND-000320,BID-000213,2026-10-01,SUBMITTED,ACTIVE,113776700.0,4,0.571,MINOR_ISSUES,MEDIUM,True
BT-001284,TND-000320,BID-000736,2026-10-01,SUBMITTED,ACTIVE,111431100.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-001285,TND-000320,BID-000499,2026-10-01,SUBMITTED,ACTIVE,123423300.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-001286,TND-000321,BID-001262,2025-09-16,SUBMITTED,ACTIVE,198235800.0,6,0.857,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001287,TND-000321,BID-001946,2025-09-16,SUBMITTED,ACTIVE,236683300.0,4,0.571,MISSING_DOCUMENT,MEDIUM,True
BT-001288,TND-000321,BID-001944,2025-09-16,SUBMITTED,ACTIVE,239054600.0,7,1.0,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001289,TND-000322,BID-000402,2025-10-15,SUBMITTED,ACTIVE,128662200.0,6,0.857,MINOR_ISSUES,HARD,True
BT-001290,TND-000322,BID-001016,2025-10-15,SUBMITTED,ACTIVE,122962600.0,6,0.857,INVALID_DOCUMENT,HARD,True
BT-001291,TND-000322,BID-000272,2025-10-15,SUBMITTED,ACTIVE,149953400.0,7,1.0,FULLY_COMPLIANT,HARD,True
BT-001292,TND-000323,BID-000362,2026-05-21,SUBMITTED,ACTIVE,226526800.0,5,0.833,INSUFFICIENT_EVIDENCE,EASY,True
BT-001293,TND-000323,BID-001094,2026-05-21,SUBMITTED,ACTIVE,264338800.0,5,0.833,INSUFFICIENT_EVIDENCE,EASY,True
BT-001294,TND-000323,BID-000373,2026-05-21,SUBMITTED,ACTIVE,208969400.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-001295,TND-000323,BID-001318,2026-05-21,SUBMITTED,ACTIVE,213169300.0,2,0.333,MISSING_DOCUMENT,EASY,True
BT-001296,TND-000323,BID-000567,2026-05-21,SUBMITTED,ACTIVE,240639500.0,4,0.667,MISSING_DOCUMENT,EASY,True
BT-001297,TND-000324,BID-000551,2025-07-23,SUBMITTED,ACTIVE,148832900.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-001298,TND-000324,BID-000962,2025-07-23,SUBMITTED,ACTIVE,167804100.0,6,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001299,TND-000324,BID-000578,2025-07-23,SUBMITTED,ACTIVE,155929200.0,5,0.833,PARTIAL_COMPLIANCE,MEDIUM,True
BT-001300,TND-000325,BID-000063,2025-11-30,SUBMITTED,ACTIVE,104958600.0,5,0.833,FULLY_COMPLIANT,EASY,True
BT-001301,TND-000325,BID-001171,2025-11-30,SUBMITTED,ACTIVE,105677500.0,6,1.0,INCONSISTENT_DOCUMENT,EASY,True
BT-001302,TND-000325,BID-000087,2025-11-30,SUBMITTED,ACTIVE,100434400.0,6,1.0,FULLY_COMPLIANT,EASY,True
BT-001303,TND-000326,BID-000829,2026-04-19,SUBMITTED,ACTIVE,35337600.0,6,0.857,EXPIRED_DOCUMENT,MEDIUM,True
BT-001304,TND-000326,BID-001773,2026-04-19,SUBMITTED,ACTIVE,28273600.0,5,0.714,HARD_AMBIGUOUS_CASE,MEDIUM,True
BT-001305,TND-000326,BID-001451,2026-04-19,SUBMITTED,ACTIVE,35328900.0,5,0.714,FULLY_COMPLIANT,MEDIUM,True
BT-001306,TND-000326,BID-000739,2026-04-19,SUBMITTED,ACTIVE,32406100.0,7,1.0,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001307,TND-000326,BID-000953,2026-04-19,SUBMITTED,ACTIVE,29604200.0,6,0.857,FULLY_COMPLIANT,MEDIUM,True
BT-001313,TND-000328,BID-000820,2025-12-09,SUBMITTED,ACTIVE,136391200.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001314,TND-000328,BID-000958,2025-12-09,SUBMITTED,ACTIVE,133662900.0,6,1.0,INVALID_DOCUMENT,MEDIUM,True
BT-001315,TND-000328,BID-001250,2025-12-09,SUBMITTED,ACTIVE,162141400.0,5,0.833,INSUFFICIENT_EVIDENCE,MEDIUM,True
BT-001316,TND-000329,BID-001419,2025-02-25,SUBMITTED,ACTIVE,102983400.0,6,1.0,HARD_AMBIGUOUS_CASE,HARD,True
BT-001317,TND-000329,BID-001648,2025-02-25,SUBMITTED,ACTIVE,107023900.0,6,1.0,FULLY_COMPLIANT,HARD,True
BT-001318,TND-000329,BID-000127,2025-02-25,SUBMITTED,ACTIVE,106087200.0,6,1.0,FULLY_COMPLIANT,HARD,True
BT-001319,TND-000329,BID-001035,2025-02-25,SUBMITTED,ACTIVE,103539000.0,6,1.0,INSUFFICIENT_EVIDENCE,HARD,True
BT-001323,TND-000331,BID-000981,2026-04-15,SUBMITTED,ACTIVE,119579000.0,6,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-001324,TND-000331,BID-001354,2026-04-15,SUBMITTED,ACTIVE,146907500.0,4,0.667,MINOR_ISSUES,EASY,True
BT-001325,TND-000331,BID-001474,2026-04-15,SUBMITTED,ACTIVE,120059500.0,6,1.0,HARD_AMBIGUOUS_CASE,EASY,True
BT-001326,TND-000331,BID-000426,2026-04-15,SUBMITTED,ACTIVE,108918000.0,6,1.0,MINOR_ISSUES,EASY,True
BT-001327,TND-000332,BID-000419,2026-07-21,SUBMITTED,ACTIVE,123489300.0,6,1.0,FULLY_COMPLIANT,MEDIUM,True
BT-001328,TND-000332,BID-001757,2026-07-21,SUBMITTED,ACTIVE,119942700.0,5,0.833,FULLY_COMPLIANT,MEDIUM,True
BT-001329,TND-000332,BID-001420,2026-07-21,SUBMITTED,ACTIVE,140493200.0,6,1.0,INVALID_DOCUMENT,MEDIUM,True
BT-001334,TND-000334,BID-001459,2025-08-07,SUBMITTED,ACTIVE,68024900.0,5,0.714,MINOR_ISSUES,EASY,True
BT-001335,TND-000334,BID-000166,2025-08-07,SUBMITTED,ACTIVE,57354000.0,6,0.857,INCONSISTENT_DOCUMENT,EASY,True
BT-001336,TND-000334,BID-001879,2025-08-07,SUBMITTED,ACTIVE,58792500.0,7,1.0,FULLY_COMPLIANT,EASY,True
BT-001337,TND-000334,BID-000292,2025-08-07,SUBMITTED,ACTIVE,66565800.0,7,1.0,PARTIAL_COMPLIANCE,EASY,True
BT-001338,TND-000334,BID-001877,2025-08-07,SUBMITTED,ACTIVE,70074900.0,5,0.714,INSUFFICIENT_EVIDENCE,EASY,True
BT-001344,TND-000336,BID-001157,2025-10-07,SUBMITTED,ACTIVE,206400100.0,7,1.0,HARD_AMBIGUOUS_CASE,MEDIUM,True
