document_id,bidder_id,tender_id,document_type,document_name,document_status,issue_date,expiry_date,company_name_on_document,document_quality,ocr_required,page_count,source_page,difficulty_level,synthetic_flag
DOC-011106,BID-000904,TND-000488,PAN Document,PAN Document — MeridianInfotech Limited 0904,VALID,2023-05-19,,MeridianInfotech Limited 0904,MEDIUM,False,3,1,EASY,True
DOC-011107,BID-000904,TND-000488,Experience Certificate,Experience Certificate — MeridianInfotech Limited 0904,VALID,2024-10-13,,MeridianInfotech Limited 0904,HIGH,False,5,1,EASY,True
DOC-011108,BID-001978,TND-000488,GST Certificate,GST Certificate — GridlineNetworks Limited 1978,INCONSISTENT,2024-08-03,2026-01-09,GridlineNetworks Limited 1978,HIGH,True,3,2,EASY,True
DOC-011109,BID-001978,TND-000488,Supporting Document,Supporting Document — GridlineNetworks Limited 1978,INCONSISTENT,2023-11-10,,GridlineNetworks Limited 1978,HIGH,False,3,2,EASY,True
DOC-011110,BID-001978,TND-000488,OEM Authorization,OEM Authorization — GridlineNetworks Limited 1978,INCONSISTENT,2024-03-18,2025-08-27,GridlineNetworksLimited 1978,HIGH,False,5,1,EASY,True
DOC-011111,BID-001978,TND-000488,Financial/Turnover Document,Financial/Turnover Document — GridlineNetworks Limited 1978,VALID,2024-08-10,,GridlineNetworks Limited 1978,MEDIUM,False,3,2,EASY,True
DOC-011112,BID-001978,TND-000488,PAN Document,PAN Document — GridlineNetworks Limited 1978,INCONSISTENT,2024-11-13,,GridlineNetworksLimited 1978,HIGH,False,5,5,EASY,True
DOC-011113,BID-001978,TND-000488,Experience Certificate,Experience Certificate — GridlineNetworks Limited 1978,INCONSISTENT,2023-08-27,,GridlineNetworks Limited 1978,HIGH,False,3,2,EASY,True
DOC-011114,BID-001078,TND-000488,GST Certificate,GST Certificate — InfratekNetworks Limited 1078,VALID,2024-01-02,2025-06-04,InfratekNetworks Limited 1078,HIGH,False,4,2,EASY,True
DOC-011115,BID-001078,TND-000488,Supporting Document,Supporting Document — InfratekNetworks Limited 1078,VALID,2025-02-08,,InfratekNetworks Limited 1078,MEDIUM,False,3,3,EASY,True
DOC-011116,BID-001078,TND-000488,Udyam/MSME Certificate,Udyam/MSME Certificate — InfratekNetworks Limited 1078,VALID,2024-12-17,2026-11-22,InfratekNetworks Limited 1078,HIGH,False,3,1,EASY,True
DOC-011117,BID-001078,TND-000488,OEM Authorization,OEM Authorization — InfratekNetworks Limited 1078,VALID,2024-05-20,2026-09-29,InfratekNetworks Limited 1078,MEDIUM,False,3,2,EASY,True
DOC-011118,BID-001078,TND-000488,Financial/Turnover Document,Financial/Turnover Document — InfratekNetworks Limited 1078,VALID,2024-06-09,,InfratekNetworks Limited 1078,HIGH,False,5,4,EASY,True
DOC-011119,BID-001078,TND-000488,PAN Document,PAN Document — InfratekNetworks Limited 1078,VALID,2024-07-25,,InfratekNetworks Limited 1078,MEDIUM,True,3,3,EASY,True
DOC-011120,BID-001078,TND-000488,Experience Certificate,Experience Certificate — InfratekNetworks Limited 1078,VALID,2024-03-30,,InfratekNetworks Limited 1078,MEDIUM,False,4,4,EASY,True
DOC-011121,BID-001211,TND-000488,GST Certificate,GST Certificate — ZenithSolutions LLP 1211,INCOMPLETE,2023-09-08,2025-04-01,ZenithSolutions LLP 1211,HIGH,False,6,5,EASY,True
DOC-011122,BID-001211,TND-000488,Supporting Document,Supporting Document — ZenithSolutions LLP 1211,INCOMPLETE,2023-01-04,,ZenithSolutions LLP 1211,MEDIUM,False,5,3,EASY,True
DOC-011123,BID-001211,TND-000488,Udyam/MSME Certificate,Udyam/MSME Certificate — ZenithSolutions LLP 1211,VALID,2024-03-17,2025-04-01,ZenithSolutions LLP 1211,LOW,False,4,2,EASY,True
DOC-011124,BID-001211,TND-000488,OEM Authorization,OEM Authorization — ZenithSolutions LLP 1211,VALID,2024-01-03,2025-07-09,ZenithSolutions LLP 1211,MEDIUM,False,6,5,EASY,True
DOC-011125,BID-001211,TND-000488,Financial/Turnover Document,Financial/Turnover Document — ZenithSolutions LLP 1211,VALID,2024-08-18,,ZenithSolutions LLP 1211,HIGH,False,3,2,EASY,True
DOC-011126,BID-001211,TND-000488,PAN Document,PAN Document — ZenithSolutions LLP 1211,INCOMPLETE,2025-02-11,,ZenithSolutions LLP 1211,MEDIUM,False,4,4,EASY,True
DOC-011127,BID-001211,TND-000488,Experience Certificate,Experience Certificate — ZenithSolutions LLP 1211,VALID,2023-12-14,,ZenithSolutions LLP 1211,LOW,False,3,1,EASY,True
DOC-011128,BID-000163,TND-000489,GST Certificate,GST Certificate — PrimeAxisEnterprises Limited 0163,VALID,2026-01-18,2027-01-03,PrimeAxisEnterprises Limited 0163,HIGH,False,6,6,EASY,True
DOC-011129,BID-000163,TND-000489,Supporting Document,Supporting Document — PrimeAxisEnterprises Limited 0163,VALID,2024-04-01,,PrimeAxisEnterprises Limited 0163,HIGH,False,6,4,EASY,True
DOC-011130,BID-000163,TND-000489,Udyam/MSME Certificate,Udyam/MSME Certificate — PrimeAxisEnterprises Limited 0163,VALID,2025-11-04,2027-05-17,PrimeAxisEnterprises Limited 0163,MEDIUM,False,3,3,EASY,True
DOC-011131,BID-000163,TND-000489,Financial/Turnover Document,Financial/Turnover Document — PrimeAxisEnterprises Limited 0163,VALID,2025-07-14,,PrimeAxisEnterprises Limited 0163,HIGH,False,4,4,EASY,True
DOC-011132,BID-000163,TND-000489,PAN Document,PAN Document — PrimeAxisEnterprises Limited 0163,VALID,2025-10-14,,PrimeAxisEnterprises Limited 0163,LOW,False,5,5,EASY,True
DOC-011133,BID-000163,TND-000489,Experience Certificate,Experience Certificate — PrimeAxisEnterprises Limited 0163,VALID,2025-03-08,,PrimeAxisEnterprises Limited 0163,HIGH,False,4,1,EASY,True
DOC-011134,BID-001825,TND-000489,GST Certificate,GST Certificate — TruGridEngineering Limited 1825,VALID,2023-08-26,2026-03-11,TruGridEngineering Limited 1825,MEDIUM,False,6,4,EASY,True
DOC-011135,BID-001825,TND-000489,Supporting Document,Supporting Document — TruGridEngineering Limited 1825,INCOMPLETE,2024-04-08,,TruGridEngineering Limited 1825,POOR,True,4,1,EASY,True
DOC-011136,BID-001825,TND-000489,Udyam/MSME Certificate,Udyam/MSME Certificate — TruGridEngineering Limited 1825,INCOMPLETE,2023-11-01,2026-03-11,TruGridEngineering Limited 1825,MEDIUM,False,4,4,EASY,True
DOC-011137,BID-001825,TND-000489,Financial/Turnover Document,Financial/Turnover Document — TruGridEngineering Limited 1825,VALID,2023-10-29,,TruGridEngineering Limited 1825,MEDIUM,True,5,3,EASY,True
DOC-011138,BID-001825,TND-000489,PAN Document,PAN Document — TruGridEngineering Limited 1825,INCOMPLETE,2024-03-27,,TruGridEngineering Limited 1825,HIGH,True,3,3,EASY,True
DOC-011139,BID-001825,TND-000489,Experience Certificate,Experience Certificate — TruGridEngineering Limited 1825,VALID,2023-09-09,,TruGridEngineering Limited 1825,HIGH,False,4,3,EASY,True
DOC-011140,BID-000186,TND-000489,GST Certificate,GST Certificate — SilverlineServices Pvt Ltd 0186,VALID,2025-01-23,2026-11-30,SilverlineServices Pvt Ltd 0186,HIGH,False,4,3,EASY,True
DOC-011141,BID-000186,TND-000489,Supporting Document,Supporting Document — SilverlineServices Pvt Ltd 0186,INVALID,2025-03-05,,SilverlineServices Pvt Ltd 0186,MEDIUM,False,4,4,EASY,True
DOC-011142,BID-000186,TND-000489,Udyam/MSME Certificate,Udyam/MSME Certificate — SilverlineServices Pvt Ltd 0186,VALID,2025-08-26,2027-06-15,SilverlineServices Pvt Ltd 0186,MEDIUM,False,3,3,EASY,True
DOC-011143,BID-000186,TND-000489,Financial/Turnover Document,Financial/Turnover Document — SilverlineServices Pvt Ltd 0186,VALID,2026-01-04,,SilverlineServices Pvt Ltd 0186,MEDIUM,False,5,5,EASY,True
DOC-011144,BID-000186,TND-000489,PAN Document,PAN Document — SilverlineServices Pvt Ltd 0186,INVALID,2024-12-18,,SilverlineServices Pvt Ltd 0186,HIGH,False,5,1,EASY,True
DOC-011145,BID-000186,TND-000489,Experience Certificate,Experience Certificate — SilverlineServices Pvt Ltd 0186,INVALID,2025-11-27,,SilverlineServices Pvt Ltd 0186,MEDIUM,False,4,4,EASY,True
DOC-011146,BID-000146,TND-000489,Supporting Document,Supporting Document — NextEraTechnologies LLP 0146,VALID,2024-06-12,,NextEraTechnologies LLP 0146,MEDIUM,False,6,4,EASY,True
DOC-011147,BID-000146,TND-000489,Udyam/MSME Certificate,Udyam/MSME Certificate — NextEraTechnologies LLP 0146,VALID,2025-02-07,2027-06-07,NextEraTechnologies LLP 0146,HIGH,False,6,3,EASY,True
DOC-011148,BID-000146,TND-000489,Financial/Turnover Document,Financial/Turnover Document — NextEraTechnologies LLP 0146,VALID,2024-05-16,,NextEraTechnologies LLP 0146,HIGH,False,3,3,EASY,True
DOC-011149,BID-000146,TND-000489,PAN Document,PAN Document — NextEraTechnologies LLP 0146,VALID,2024-08-10,,NextEraTechnologies LLP 0146,HIGH,False,6,4,EASY,True
DOC-011150,BID-000913,TND-000490,GST Certificate,GST Certificate — TruGridEngineering Limited 0913,INCOMPLETE,2025-11-15,2027-02-12,TruGridEngineering Limited 0913,HIGH,False,5,2,EASY,True
DOC-011151,BID-000913,TND-000490,Supporting Document,Supporting Document — TruGridEngineering Limited 0913,VALID,2026-05-14,,TruGridEngineering Limited 0913,HIGH,False,3,2,EASY,True
DOC-011152,BID-000913,TND-000490,OEM Authorization,OEM Authorization — TruGridEngineering Limited 0913,INCOMPLETE,2025-09-06,2027-12-19,TruGridEngineering Limited 0913,HIGH,False,4,3,EASY,True
DOC-011153,BID-000913,TND-000490,Financial/Turnover Document,Financial/Turnover Document — TruGridEngineering Limited 0913,VALID,2025-08-25,,TruGridEngineering Limited 0913,MEDIUM,False,4,1,EASY,True
DOC-011154,BID-000913,TND-000490,PAN Document,PAN Document — TruGridEngineering Limited 0913,VALID,2024-06-05,,TruGridEngineering Limited 0913,MEDIUM,False,6,2,EASY,True
DOC-011155,BID-000913,TND-000490,Experience Certificate,Experience Certificate — TruGridEngineering Limited 0913,INCOMPLETE,2025-08-11,,TruGridEngineering Limited 0913,LOW,False,3,2,EASY,True
DOC-011156,BID-001921,TND-000490,GST Certificate,GST Certificate — TruGridEngineering Limited 1921,VALID,2024-10-09,2026-12-01,TruGridEngineering Limited 1921,HIGH,False,6,1,EASY,True
DOC-011157,BID-001921,TND-000490,Supporting Document,Supporting Document — TruGridEngineering Limited 1921,VALID,2026-05-17,,TruGridEngineering Limited 1921,LOW,True,3,3,EASY,True
DOC-011158,BID-001921,TND-000490,Udyam/MSME Certificate,Udyam/MSME Certificate — TruGridEngineering Limited 1921,VALID,2026-05-06,2028-07-24,TruGridEngineering Limited 1921,MEDIUM,False,5,1,EASY,True
DOC-011159,BID-001921,TND-000490,OEM Authorization,OEM Authorization — TruGridEngineering Limited 1921,VALID,2024-10-20,2026-12-01,TruGridEngineering Limited 1921,LOW,False,3,2,EASY,True
DOC-011160,BID-001921,TND-000490,Financial/Turnover Document,Financial/Turnover Document — TruGridEngineering Limited 1921,VALID,2026-05-09,,TruGridEngineering Limited 1921,LOW,False,6,1,EASY,True
DOC-011161,BID-001921,TND-000490,PAN Document,PAN Document — TruGridEngineering Limited 1921,VALID,2024-07-30,,TruGridEngineering Limited 1921,HIGH,False,6,3,EASY,True
DOC-011162,BID-001921,TND-000490,Experience Certificate,Experience Certificate — TruGridEngineering Limited 1921,VALID,2025-12-13,,TruGridEngineering Limited 1921,HIGH,True,6,1,EASY,True
DOC-011163,BID-001800,TND-000490,GST Certificate,GST Certificate — AsterIndustries Pvt Ltd 1800,INCOMPLETE,2024-09-09,2026-12-01,AsterIndustries Pvt Ltd 1800,HIGH,False,4,1,EASY,True
DOC-011164,BID-001800,TND-000490,Supporting Document,Supporting Document — AsterIndustries Pvt Ltd 1800,VALID,2025-03-18,,AsterIndustries Pvt Ltd 1800,MEDIUM,False,5,3,EASY,True
DOC-011165,BID-001800,TND-000490,Financial/Turnover Document,Financial/Turnover Document — AsterIndustries Pvt Ltd 1800,VALID,2025-06-05,,AsterIndustries Pvt Ltd 1800,MEDIUM,False,5,4,EASY,True
DOC-011166,BID-001800,TND-000490,PAN Document,PAN Document — AsterIndustries Pvt Ltd 1800,VALID,2026-10-03,,AsterIndustries Pvt Ltd 1800,HIGH,False,3,3,EASY,True
DOC-011167,BID-001800,TND-000490,Experience Certificate,Experience Certificate — AsterIndustries Pvt Ltd 1800,VALID,2024-10-20,,AsterIndustries Pvt Ltd 1800,HIGH,False,3,1,EASY,True
DOC-011168,BID-001335,TND-000491,GST Certificate,GST Certificate — CrestSystems Pvt Ltd 1335,VALID,2025-05-10,2026-11-22,CrestSystems Pvt Ltd 1335,HIGH,False,6,5,EASY,True
DOC-011169,BID-001335,TND-000491,Supporting Document,Supporting Document — CrestSystems Pvt Ltd 1335,VALID,2025-11-30,,CrestSystems Pvt Ltd 1335,HIGH,False,5,4,EASY,True
DOC-011170,BID-001335,TND-000491,Udyam/MSME Certificate,Udyam/MSME Certificate — CrestSystems Pvt Ltd 1335,INCONSISTENT,2024-01-29,2026-08-12,CrestSystemsPvt Ltd 1335,HIGH,False,3,1,EASY,True
DOC-011171,BID-001335,TND-000491,Financial/Turnover Document,Financial/Turnover Document — CrestSystems Pvt Ltd 1335,INCONSISTENT,2025-02-25,,CrestSystems Pvt Ltd 1335s,HIGH,False,3,2,EASY,True
DOC-011172,BID-001335,TND-000491,PAN Document,PAN Document — CrestSystems Pvt Ltd 1335,INCONSISTENT,2025-12-31,,CrestSystem Pvt Ltd 1335,HIGH,True,6,1,EASY,True
DOC-011173,BID-001335,TND-000491,Experience Certificate,Experience Certificate — CrestSystems Pvt Ltd 1335,VALID,2024-05-23,,CrestSystems Pvt Ltd 1335,MEDIUM,False,4,4,EASY,True
DOC-011174,BID-000388,TND-000491,GST Certificate,GST Certificate — OrionInfotech Limited 0388,INCONSISTENT,2024-08-29,2026-10-27,OrionInfotech Limited 0388s,HIGH,False,4,3,EASY,True
DOC-011175,BID-000388,TND-000491,Supporting Document,Supporting Document — OrionInfotech Limited 0388,INCONSISTENT,2024-10-21,,OrionInfotech Limited 0388,HIGH,True,3,1,EASY,True
DOC-011176,BID-000388,TND-000491,Udyam/MSME Certificate,Udyam/MSME Certificate — OrionInfotech Limited 0388,INCONSISTENT,2024-03-13,2026-08-12,OrionInfotechLimited 0388,MEDIUM,False,3,3,EASY,True
DOC-011177,BID-000388,TND-000491,Financial/Turnover Document,Financial/Turnover Document — OrionInfotech Limited 0388,INCONSISTENT,2025-07-12,,OrionInfotech Limited 0388,HIGH,False,3,2,EASY,True
DOC-011178,BID-000388,TND-000491,PAN Document,PAN Document — OrionInfotech Limited 0388,INCONSISTENT,2024-07-07,,OrionInfotech Limited 0388s,MEDIUM,False,4,2,EASY,True
DOC-011179,BID-000388,TND-000491,Experience Certificate,Experience Certificate — OrionInfotech Limited 0388,INCONSISTENT,2025-07-01,,OrionInfotech Limited 0388,MEDIUM,False,3,2,EASY,True
DOC-011180,BID-000500,TND-000491,GST Certificate,GST Certificate — EvercrestDigital LLP 0500,VALID,2025-10-22,2027-12-19,EvercrestDigital LLP 0500,HIGH,False,3,2,EASY,True
DOC-011181,BID-000500,TND-000491,Udyam/MSME Certificate,Udyam/MSME Certificate — EvercrestDigital LLP 0500,VALID,2024-05-26,2026-08-12,EvercrestDigital LLP 0500,HIGH,True,5,4,EASY,True
DOC-011182,BID-000500,TND-000491,Financial/Turnover Document,Financial/Turnover Document — EvercrestDigital LLP 0500,VALID,2024-10-17,,EvercrestDigital LLP 0500,MEDIUM,False,6,6,EASY,True
DOC-011183,BID-000500,TND-000491,PAN Document,PAN Document — EvercrestDigital LLP 0500,VALID,2024-11-11,,EvercrestDigital LLP 0500,MEDIUM,False,6,6,EASY,True
DOC-011184,BID-000500,TND-000491,Experience Certificate,Experience Certificate — EvercrestDigital LLP 0500,VALID,2024-05-09,,EvercrestDigital LLP 0500,HIGH,False,6,2,EASY,True
DOC-011185,BID-001378,TND-000491,GST Certificate,GST Certificate — GridlineNetworks Limited 1378,VALID,2025-08-12,2027-12-13,GridlineNetworks Limited 1378,MEDIUM,False,3,2,EASY,True
DOC-011186,BID-001378,TND-000491,Supporting Document,Supporting Document — GridlineNetworks Limited 1378,INCOMPLETE,2026-01-01,,GridlineNetworks Limited 1378,POOR,True,3,2,EASY,True
DOC-011187,BID-001378,TND-000491,Udyam/MSME Certificate,Udyam/MSME Certificate — GridlineNetworks Limited 1378,VALID,2026-06-07,2028-08-03,GridlineNetworks Limited 1378,POOR,True,5,2,EASY,True
DOC-011188,BID-001378,TND-000491,Financial/Turnover Document,Financial/Turnover Document — GridlineNetworks Limited 1378,INCOMPLETE,2024-03-02,,GridlineNetworks Limited 1378,POOR,True,5,3,EASY,True
DOC-011189,BID-001378,TND-000491,PAN Document,PAN Document — GridlineNetworks Limited 1378,VALID,2024-05-06,,GridlineNetworks Limited 1378,LOW,True,6,4,EASY,True
DOC-011190,BID-001378,TND-000491,Experience Certificate,Experience Certificate — GridlineNetworks Limited 1378,INCOMPLETE,2025-05-15,,GridlineNetworks Limited 1378,HIGH,False,6,2,EASY,True
DOC-011191,BID-000113,TND-000491,GST Certificate,GST Certificate — TechspireAutomation LLP 0113,VALID,2025-01-23,2027-05-23,TechspireAutomation LLP 0113,HIGH,False,4,3,EASY,True
DOC-011192,BID-000113,TND-000491,Udyam/MSME Certificate,Udyam/MSME Certificate — TechspireAutomation LLP 0113,VALID,2024-11-19,2026-08-12,TechspireAutomation LLP 0113,LOW,False,5,1,EASY,True
DOC-011193,BID-000113,TND-000491,Financial/Turnover Document,Financial/Turnover Document — TechspireAutomation LLP 0113,VALID,2025-07-18,,TechspireAutomation LLP 0113,HIGH,False,5,1,EASY,True
DOC-011194,BID-000113,TND-000491,PAN Document,PAN Document — TechspireAutomation LLP 0113,VALID,2025-02-10,,TechspireAutomation LLP 0113,MEDIUM,False,5,4,EASY,True
DOC-011195,BID-000113,TND-000491,Experience Certificate,Experience Certificate — TechspireAutomation LLP 0113,VALID,2026-07-03,,TechspireAutomation LLP 0113,MEDIUM,False,4,4,EASY,True
DOC-011196,BID-001208,TND-000492,GST Certificate,GST Certificate — ApexDigital LLP 1208,VALID,2025-01-31,2027-04-13,ApexDigital LLP 1208,HIGH,False,4,3,EASY,True
DOC-011197,BID-001208,TND-000492,Udyam/MSME Certificate,Udyam/MSME Certificate — ApexDigital LLP 1208,VALID,2025-01-31,2027-02-25,ApexDigital LLP 1208,HIGH,False,4,4,EASY,True
DOC-011198,BID-001208,TND-000492,Financial/Turnover Document,Financial/Turnover Document — ApexDigital LLP 1208,VALID,2025-02-19,,ApexDigital LLP 1208,HIGH,False,6,4,EASY,True
DOC-011199,BID-001208,TND-000492,PAN Document,PAN Document — ApexDigital LLP 1208,VALID,2025-05-01,,ApexDigital LLP 1208,HIGH,False,6,3,EASY,True
DOC-011200,BID-001208,TND-000492,Experience Certificate,Experience Certificate — ApexDigital LLP 1208,VALID,2025-01-15,,ApexDigital LLP 1208,MEDIUM,False,6,3,EASY,True
DOC-011201,BID-001515,TND-000492,GST Certificate,GST Certificate — NexoraSystems Pvt Ltd 1515,VALID,2024-01-26,2026-05-25,NexoraSystems Pvt Ltd 1515,HIGH,False,4,3,EASY,True
DOC-011202,BID-001515,TND-000492,Supporting Document,Supporting Document — NexoraSystems Pvt Ltd 1515,VALID,2025-01-10,,NexoraSystems Pvt Ltd 1515,HIGH,False,6,1,EASY,True
DOC-011203,BID-001515,TND-000492,Financial/Turnover Document,Financial/Turnover Document — NexoraSystems Pvt Ltd 1515,VALID,2026-02-15,,NexoraSystems Pvt Ltd 1515,LOW,False,3,3,EASY,True
DOC-011204,BID-001515,TND-000492,PAN Document,PAN Document — NexoraSystems Pvt Ltd 1515,VALID,2024-02-25,,NexoraSystems Pvt Ltd 1515,HIGH,False,6,2,EASY,True
DOC-011205,BID-001515,TND-000492,Experience Certificate,Experience Certificate — NexoraSystems Pvt Ltd 1515,VALID,2026-04-10,,NexoraSystems Pvt Ltd 1515,HIGH,True,4,4,EASY,True
DOC-011206,BID-000037,TND-000492,GST Certificate,GST Certificate — ArclightEngineering Limited 0037,VALID,2024-02-10,2026-05-25,ArclightEngineering Limited 0037,MEDIUM,False,4,2,EASY,True
DOC-011207,BID-000037,TND-000492,Supporting Document,Supporting Document — ArclightEngineering Limited 0037,VALID,2026-03-17,,ArclightEngineering Limited 0037,HIGH,False,5,1,EASY,True
DOC-011208,BID-000929,TND-000492,GST Certificate,GST Certificate — TechspireAutomation LLP 0929,VALID,2024-12-31,2026-05-25,TechspireAutomation LLP 0929,HIGH,False,4,1,EASY,True
DOC-011209,BID-000929,TND-000492,Supporting Document,Supporting Document — TechspireAutomation LLP 0929,VALID,2024-01-28,,TechspireAutomation LLP 0929,HIGH,False,4,1,EASY,True
DOC-011210,BID-000929,TND-000492,Financial/Turnover Document,Financial/Turnover Document — TechspireAutomation LLP 0929,VALID,2025-09-08,,TechspireAutomation LLP 0929,HIGH,False,5,1,EASY,True
DOC-011211,BID-000929,TND-000492,PAN Document,PAN Document — TechspireAutomation LLP 0929,VALID,2026-04-09,,TechspireAutomation LLP 0929,POOR,True,3,2,EASY,True
DOC-011212,BID-000929,TND-000492,Experience Certificate,Experience Certificate — TechspireAutomation LLP 0929,VALID,2024-09-13,,TechspireAutomation LLP 0929,LOW,False,5,5,EASY,True
DOC-011213,BID-000809,TND-000492,GST Certificate,GST Certificate — TechspireAutomation LLP 0809,VALID,2024-06-12,2026-05-25,TechspireAutomation LLP 0809,HIGH,False,3,1,EASY,True
DOC-011214,BID-000809,TND-000492,Udyam/MSME Certificate,Udyam/MSME Certificate — TechspireAutomation LLP 0809,VALID,2024-12-22,2026-05-25,TechspireAutomation LLP 0809,HIGH,False,6,2,EASY,True
DOC-011215,BID-000809,TND-000492,Financial/Turnover Document,Financial/Turnover Document — TechspireAutomation LLP 0809,VALID,2026-02-02,,TechspireAutomation LLP 0809,POOR,True,3,1,EASY,True
DOC-011216,BID-000809,TND-000492,PAN Document,PAN Document — TechspireAutomation LLP 0809,VALID,2026-04-05,,TechspireAutomation LLP 0809,HIGH,False,5,2,EASY,True
DOC-011217,BID-000809,TND-000492,Experience Certificate,Experience Certificate — TechspireAutomation LLP 0809,VALID,2024-05-14,,TechspireAutomation LLP 0809,LOW,True,4,2,EASY,True
DOC-011218,BID-000084,TND-000493,GST Certificate,GST Certificate — QuantixIndustries Pvt Ltd 0084,VALID,2024-07-04,2025-08-25,QuantixIndustries Pvt Ltd 0084,HIGH,False,6,1,HARD,True
DOC-011219,BID-000084,TND-000493,Supporting Document,Supporting Document — QuantixIndustries Pvt Ltd 0084,VALID,2023-11-24,,QuantixIndustries Pvt Ltd 0084,MEDIUM,False,6,1,HARD,True
DOC-011220,BID-000084,TND-000493,Udyam/MSME Certificate,Udyam/MSME Certificate — QuantixIndustries Pvt Ltd 0084,VALID,2023-03-02,2025-08-25,QuantixIndustries Pvt Ltd 0084,LOW,False,3,3,HARD,True
DOC-011221,BID-000084,TND-000493,Financial/Turnover Document,Financial/Turnover Document — QuantixIndustries Pvt Ltd 0084,VALID,2023-11-07,,QuantixIndustries Pvt Ltd 0084,HIGH,False,4,2,HARD,True
DOC-011222,BID-000084,TND-000493,PAN Document,PAN Document — QuantixIndustries Pvt Ltd 0084,VALID,2023-08-16,,QuantixIndustries Pvt Ltd 0084,HIGH,False,5,3,HARD,True
DOC-011223,BID-000084,TND-000493,Experience Certificate,Experience Certificate — QuantixIndustries Pvt Ltd 0084,VALID,2025-06-12,,QuantixIndustries Pvt Ltd 0084,LOW,False,3,2,HARD,True
DOC-011224,BID-000748,TND-000493,GST Certificate,GST Certificate — OrionInfotech Limited 0748,INCONSISTENT,2024-02-25,2025-11-18,OrionInfotech Limited 0748,LOW,False,4,2,HARD,True
DOC-011225,BID-000748,TND-000493,Supporting Document,Supporting Document — OrionInfotech Limited 0748,VALID,2024-02-09,,OrionInfotech Limited 0748,HIGH,True,6,1,HARD,True
DOC-011226,BID-000748,TND-000493,Udyam/MSME Certificate,Udyam/MSME Certificate — OrionInfotech Limited 0748,INCONSISTENT,2023-04-30,2025-08-25,OrionInfotechLimited 0748,HIGH,False,4,1,HARD,True
DOC-011227,BID-000748,TND-000493,Financial/Turnover Document,Financial/Turnover Document — OrionInfotech Limited 0748,INCONSISTENT,2024-03-13,,OrionInfotech Limited 0748,MEDIUM,False,6,5,HARD,True
DOC-011228,BID-000748,TND-000493,PAN Document,PAN Document — OrionInfotech Limited 0748,VALID,2024-03-15,,OrionInfotech Limited 0748,MEDIUM,False,5,2,HARD,True
DOC-011229,BID-000748,TND-000493,Experience Certificate,Experience Certificate — OrionInfotech Limited 0748,INCONSISTENT,2024-09-06,,OrionInfotech Limited 0748,HIGH,False,6,1,HARD,True
DOC-011230,BID-001867,TND-000493,GST Certificate,GST Certificate — PrimeAxisEnterprises Limited 1867,INCOMPLETE,2023-06-23,2025-08-25,PrimeAxisEnterprises Limited 1867,HIGH,False,5,1,HARD,True
DOC-011231,BID-001867,TND-000493,Udyam/MSME Certificate,Udyam/MSME Certificate — PrimeAxisEnterprises Limited 1867,VALID,2025-01-10,2026-01-19,PrimeAxisEnterprises Limited 1867,HIGH,False,5,2,HARD,True
DOC-011232,BID-001867,TND-000493,Financial/Turnover Document,Financial/Turnover Document — PrimeAxisEnterprises Limited 1867,INCOMPLETE,2025-03-31,,PrimeAxisEnterprises Limited 1867,MEDIUM,False,5,4,HARD,True
DOC-011233,BID-001867,TND-000493,PAN Document,PAN Document — PrimeAxisEnterprises Limited 1867,VALID,2024-11-07,,PrimeAxisEnterprises Limited 1867,HIGH,True,5,1,HARD,True
DOC-011234,BID-001867,TND-000493,Experience Certificate,Experience Certificate — PrimeAxisEnterprises Limited 1867,VALID,2023-09-17,,PrimeAxisEnterprises Limited 1867,POOR,True,6,6,HARD,True
DOC-011235,BID-000820,TND-000493,GST Certificate,GST Certificate — OrionInfotech Limited 0820,INCOMPLETE,2024-09-08,2026-09-17,OrionInfotech Limited 0820,HIGH,False,6,1,HARD,True
DOC-011236,BID-000820,TND-000493,Supporting Document,Supporting Document — OrionInfotech Limited 0820,VALID,2023-03-31,,OrionInfotech Limited 0820,HIGH,True,3,1,HARD,True
DOC-011237,BID-000820,TND-000493,Udyam/MSME Certificate,Udyam/MSME Certificate — OrionInfotech Limited 0820,VALID,2023-08-16,2025-08-25,OrionInfotech Limited 0820,MEDIUM,False,5,4,HARD,True
DOC-011238,BID-000820,TND-000493,Financial/Turnover Document,Financial/Turnover Document — OrionInfotech Limited 0820,VALID,2024-02-27,,OrionInfotech Limited 0820,HIGH,False,6,1,HARD,True
DOC-011239,BID-000820,TND-000493,PAN Document,PAN Document — OrionInfotech Limited 0820,INCOMPLETE,2023-06-13,,OrionInfotech Limited 0820,HIGH,False,5,2,HARD,True
DOC-011240,BID-000820,TND-000493,Experience Certificate,Experience Certificate — OrionInfotech Limited 0820,VALID,2023-09-16,,OrionInfotech Limited 0820,HIGH,False,4,4,HARD,True
DOC-011241,BID-000755,TND-000493,GST Certificate,GST Certificate — ZenithSolutions LLP 0755,VALID,2024-07-03,2026-05-07,ZenithSolutions LLP 0755,MEDIUM,False,3,3,HARD,True
DOC-011242,BID-000755,TND-000493,Supporting Document,Supporting Document — ZenithSolutions LLP 0755,INCOMPLETE,2025-02-12,,ZenithSolutions LLP 0755,LOW,False,3,3,HARD,True
DOC-011243,BID-000755,TND-000493,Udyam/MSME Certificate,Udyam/MSME Certificate — ZenithSolutions LLP 0755,INCOMPLETE,2023-10-16,2025-08-28,ZenithSolutions LLP 0755,HIGH,False,4,1,HARD,True
